nom,total,libres,occupation_pct,heure,jour_semaine,minute
Parc Relais Cap Metiers,146,131,10.27,12,1,45
Ars - Belcier,225,134,40.44,12,1,45
Parc Relais Les Pins,220,201,8.64,12,1,45
Parc Relais Villenave Pyrenees,399,163,59.15,12,1,45
Cite Mondiale,842,218,74.11,12,1,45
Gare Saint Jean,267,17,93.63,12,1,45
Porte De Bordeaux,344,94,72.67,12,1,45
Allees De Chartres,415,49,88.19,12,1,45
Parc Relais Stalingrad,120,7,94.17,12,1,45
Parc Relais Galin,279,0,100.0,12,1,45
Bergonie,69,46,33.33,12,1,45
Beaujon,92,20,78.26,12,1,45
Paludate - Saint Jean,566,126,77.74,12,1,45
Parc Relais Les Aubiers,234,232,0.85,12,1,45
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,45
Les Bassins,274,130,52.55,12,1,45
Pey Berland - Saint Christoly,399,100,74.94,12,1,45
Bassins A Flots,250,129,48.4,12,1,45
Brienne,300,172,42.67,12,1,45
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,45
Merignac Centre,285,202,29.12,12,1,45
P3 Belcier Arret Minute - Gare Saint Jean,103,7,93.2,12,1,45
Amedee St Germain,639,256,59.94,12,1,45
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,45
Belvedere,400,348,13.0,12,1,45
Amplitude,396,145,63.38,12,1,45
Parc Relais Brandenburg,211,0,100.0,12,1,47
Bord'Eau Village,540,261,51.67,12,1,47
Clemenceau,379,211,44.33,12,1,47
Meunier - Saint Jean,323,114,64.71,12,1,47
P4 Belcier -  Gare Saint Jean,600,0,100.0,12,1,47
Grand Parc,341,124,63.64,12,1,47
Parc Relais Quarante Journaux,200,185,7.5,12,1,47
Parc Relais Cantinolle,620,534,13.87,12,1,47
Parc Relais De L'Hippodrome,250,60,76.0,12,1,47
Centre Commercant Ginko,930,804,13.55,12,1,47
Parc Relais La Gardette Nord,242,63,73.97,12,1,47
Parc Relais Gare De Begles,193,193,0.0,12,1,47
Begles Les Secheries,300,294,2.0,12,1,47
Parc Relais Gare De Blanquefort,206,2,99.03,12,1,47
Victor Hugo,634,256,59.62,12,1,47
Victoire,466,244,47.64,12,1,47
Tourny,950,252,73.47,12,1,47
Front Du Medoc,70,70,0.0,12,1,47
Centre Commercial Meriadeck,1230,742,39.67,12,1,47
Huit Mai 45,399,105,73.68,12,1,47
Gambetta,438,47,89.27,12,1,47
Capucins,270,0,100.0,12,1,47
Camille Jullian,338,197,41.72,12,1,47
Republique,361,119,67.04,12,1,47
Grands Hommes,415,156,62.41,12,1,47
Bourse - Jaures,1300,788,39.38,12,1,47
Salinieres,400,97,75.75,12,1,47
P3 Belcier - Gare Saint Jean,767,0,100.0,12,1,47
Parc Relais Ravezies Le Bouscat,366,43,88.25,12,1,47
Liberation,137,32,76.64,12,1,47
Laharpe,80,9,88.75,12,1,47
Parc Relais Gare De Bruges ,57,44,22.81,12,1,47
Parc Relais Floirac Dravemont,52,52,0.0,12,1,47
Floirac Arena,962,946,1.66,12,1,47
Parc Relais Le Haillan Rostand,204,134,34.31,12,1,47
Parc Relais La Gardette Sud,151,107,29.14,12,1,47
Parc Relais Lauriers,149,70,53.02,12,1,47
Parc Relais Buttiniere,600,7,98.83,12,1,47
Parc Relais Arlac,393,385,2.04,12,1,47
Parc Relais Quatre Chemins,396,221,44.19,12,1,47
Pessac Centre,400,246,38.5,12,1,47
Parc Relais Bougnard,168,168,0.0,12,1,47
Parc Relais Unitec,218,0,100.0,12,1,47
Parc Relais Gare De Pessac Alouette,148,101,31.76,12,1,47
Parc Relais Arts Et Metiers,590,593,0.0,12,1,47
Parc Relais Cap Metiers,146,132,9.59,12,1,47
Ars - Belcier,225,134,40.44,12,1,47
Parc Relais Les Pins,220,201,8.64,12,1,47
Parc Relais Villenave Pyrenees,399,163,59.15,12,1,47
Cite Mondiale,842,218,74.11,12,1,47
Gare Saint Jean,267,17,93.63,12,1,47
Porte De Bordeaux,344,94,72.67,12,1,47
Allees De Chartres,415,48,88.43,12,1,47
Parc Relais Stalingrad,120,6,95.0,12,1,47
Parc Relais Galin,279,0,100.0,12,1,47
Bergonie,69,47,31.88,12,1,47
Beaujon,92,19,79.35,12,1,47
Paludate - Saint Jean,566,127,77.56,12,1,47
Parc Relais Les Aubiers,234,232,0.85,12,1,47
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,47
Les Bassins,274,129,52.92,12,1,47
Pey Berland - Saint Christoly,399,95,76.19,12,1,47
Bassins A Flots,250,132,47.2,12,1,47
Brienne,300,172,42.67,12,1,47
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,47
Merignac Centre,285,202,29.12,12,1,47
P3 Belcier Arret Minute - Gare Saint Jean,103,7,93.2,12,1,47
Amedee St Germain,639,256,59.94,12,1,47
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,47
Belvedere,400,348,13.0,12,1,47
Amplitude,396,146,63.13,12,1,47
Parc Relais Brandenburg,211,0,100.0,12,1,49
Bord'Eau Village,540,260,51.85,12,1,49
Clemenceau,379,209,44.85,12,1,49
Meunier - Saint Jean,323,115,64.4,12,1,49
P4 Belcier -  Gare Saint Jean,600,0,100.0,12,1,49
Grand Parc,341,126,63.05,12,1,49
Parc Relais Quarante Journaux,200,185,7.5,12,1,49
Parc Relais Cantinolle,620,534,13.87,12,1,49
Parc Relais De L'Hippodrome,250,60,76.0,12,1,49
Centre Commercant Ginko,930,802,13.76,12,1,49
Parc Relais La Gardette Nord,242,64,73.55,12,1,49
Parc Relais Gare De Begles,193,193,0.0,12,1,49
Begles Les Secheries,400,232,42.0,12,1,49
Parc Relais Gare De Blanquefort,206,1,99.51,12,1,49
Victor Hugo,634,257,59.46,12,1,49
Victoire,466,245,47.42,12,1,49
Tourny,950,247,74.0,12,1,49
Front Du Medoc,70,70,0.0,12,1,49
Centre Commercial Meriadeck,1230,749,39.11,12,1,49
Huit Mai 45,399,107,73.18,12,1,49
Gambetta,438,48,89.04,12,1,49
Capucins,270,0,100.0,12,1,49
Camille Jullian,338,197,41.72,12,1,49
Republique,361,118,67.31,12,1,49
Grands Hommes,415,155,62.65,12,1,49
Bourse - Jaures,1300,786,39.54,12,1,49
Salinieres,400,98,75.5,12,1,49
P3 Belcier - Gare Saint Jean,767,0,100.0,12,1,49
Parc Relais Ravezies Le Bouscat,366,43,88.25,12,1,49
Liberation,137,31,77.37,12,1,49
Laharpe,80,9,88.75,12,1,49
Parc Relais Gare De Bruges ,57,44,22.81,12,1,49
Parc Relais Floirac Dravemont,52,52,0.0,12,1,49
Floirac Arena,962,946,1.66,12,1,49
Parc Relais Le Haillan Rostand,204,135,33.82,12,1,49
Parc Relais La Gardette Sud,151,106,29.8,12,1,49
Parc Relais Lauriers,149,70,53.02,12,1,49
Parc Relais Buttiniere,600,7,98.83,12,1,49
Parc Relais Arlac,393,385,2.04,12,1,49
Parc Relais Quatre Chemins,396,220,44.44,12,1,49
Pessac Centre,400,244,39.0,12,1,49
Parc Relais Bougnard,168,168,0.0,12,1,49
Parc Relais Unitec,218,0,100.0,12,1,49
Parc Relais Gare De Pessac Alouette,148,101,31.76,12,1,49
Parc Relais Arts Et Metiers,590,593,0.0,12,1,49
Parc Relais Cap Metiers,146,132,9.59,12,1,49
Ars - Belcier,225,134,40.44,12,1,49
Parc Relais Les Pins,220,201,8.64,12,1,49
Parc Relais Villenave Pyrenees,399,163,59.15,12,1,49
Cite Mondiale,842,218,74.11,12,1,49
Gare Saint Jean,267,16,94.01,12,1,49
Porte De Bordeaux,344,95,72.38,12,1,49
Allees De Chartres,415,46,88.92,12,1,49
Parc Relais Stalingrad,120,7,94.17,12,1,49
Parc Relais Galin,279,0,100.0,12,1,49
Bergonie,69,45,34.78,12,1,49
Beaujon,92,19,79.35,12,1,49
Paludate - Saint Jean,566,127,77.56,12,1,49
Parc Relais Les Aubiers,234,232,0.85,12,1,49
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,49
Les Bassins,274,129,52.92,12,1,49
Pey Berland - Saint Christoly,399,93,76.69,12,1,49
Bassins A Flots,250,133,46.8,12,1,49
Brienne,300,172,42.67,12,1,49
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,49
Merignac Centre,285,201,29.47,12,1,49
P3 Belcier Arret Minute - Gare Saint Jean,103,6,94.17,12,1,49
Amedee St Germain,639,255,60.09,12,1,49
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,49
Belvedere,400,348,13.0,12,1,49
Amplitude,396,146,63.13,12,1,49
Parc Relais Brandenburg,211,0,100.0,12,1,51
Bord'Eau Village,540,260,51.85,12,1,51
Clemenceau,379,209,44.85,12,1,51
Meunier - Saint Jean,323,116,64.09,12,1,51
P4 Belcier -  Gare Saint Jean,600,0,100.0,12,1,51
Grand Parc,341,126,63.05,12,1,51
Parc Relais Quarante Journaux,200,185,7.5,12,1,51
Parc Relais Cantinolle,620,534,13.87,12,1,51
Parc Relais De L'Hippodrome,250,58,76.8,12,1,51
Centre Commercant Ginko,930,805,13.44,12,1,51
Parc Relais La Gardette Nord,242,64,73.55,12,1,51
Parc Relais Gare De Begles,193,193,0.0,12,1,51
Begles Les Secheries,400,232,42.0,12,1,51
Parc Relais Gare De Blanquefort,206,2,99.03,12,1,51
Victor Hugo,634,255,59.78,12,1,51
Victoire,466,244,47.64,12,1,51
Tourny,950,242,74.53,12,1,51
Front Du Medoc,70,70,0.0,12,1,51
Centre Commercial Meriadeck,1230,750,39.02,12,1,51
Huit Mai 45,399,106,73.43,12,1,51
Gambetta,438,49,88.81,12,1,51
Capucins,270,0,100.0,12,1,51
Camille Jullian,338,196,42.01,12,1,51
Republique,361,121,66.48,12,1,51
Grands Hommes,415,154,62.89,12,1,51
Bourse - Jaures,1300,786,39.54,12,1,51
Salinieres,400,98,75.5,12,1,51
P3 Belcier - Gare Saint Jean,767,0,100.0,12,1,51
Parc Relais Ravezies Le Bouscat,366,43,88.25,12,1,51
Liberation,137,30,78.1,12,1,51
Laharpe,80,9,88.75,12,1,51
Parc Relais Gare De Bruges ,57,44,22.81,12,1,51
Parc Relais Floirac Dravemont,52,52,0.0,12,1,51
Floirac Arena,962,946,1.66,12,1,51
Parc Relais Le Haillan Rostand,204,135,33.82,12,1,51
Parc Relais La Gardette Sud,151,106,29.8,12,1,51
Parc Relais Lauriers,149,70,53.02,12,1,51
Parc Relais Buttiniere,600,6,99.0,12,1,51
Parc Relais Arlac,393,385,2.04,12,1,51
Parc Relais Quatre Chemins,396,220,44.44,12,1,51
Pessac Centre,400,244,39.0,12,1,51
Parc Relais Bougnard,168,168,0.0,12,1,51
Parc Relais Unitec,218,0,100.0,12,1,51
Parc Relais Gare De Pessac Alouette,148,101,31.76,12,1,51
Parc Relais Arts Et Metiers,590,593,0.0,12,1,51
Parc Relais Cap Metiers,146,132,9.59,12,1,51
Ars - Belcier,225,134,40.44,12,1,51
Parc Relais Les Pins,220,200,9.09,12,1,51
Parc Relais Villenave Pyrenees,399,163,59.15,12,1,51
Cite Mondiale,842,218,74.11,12,1,51
Gare Saint Jean,267,15,94.38,12,1,51
Porte De Bordeaux,344,94,72.67,12,1,51
Allees De Chartres,415,46,88.92,12,1,51
Parc Relais Stalingrad,120,6,95.0,12,1,51
Parc Relais Galin,279,0,100.0,12,1,51
Bergonie,69,44,36.23,12,1,51
Beaujon,92,19,79.35,12,1,51
Paludate - Saint Jean,566,127,77.56,12,1,51
Parc Relais Les Aubiers,234,232,0.85,12,1,51
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,51
Les Bassins,274,129,52.92,12,1,51
Pey Berland - Saint Christoly,399,94,76.44,12,1,51
Bassins A Flots,250,133,46.8,12,1,51
Brienne,300,172,42.67,12,1,51
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,51
Merignac Centre,285,202,29.12,12,1,51
P3 Belcier Arret Minute - Gare Saint Jean,103,6,94.17,12,1,51
Amedee St Germain,639,256,59.94,12,1,51
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,51
Belvedere,400,348,13.0,12,1,51
Amplitude,396,147,62.88,12,1,51
Parc Relais Brandenburg,211,0,100.0,12,1,53
Bord'Eau Village,540,260,51.85,12,1,53
Clemenceau,379,209,44.85,12,1,53
Meunier - Saint Jean,323,116,64.09,12,1,53
P4 Belcier -  Gare Saint Jean,600,0,100.0,12,1,53
Grand Parc,341,126,63.05,12,1,53
Parc Relais Quarante Journaux,200,185,7.5,12,1,53
Parc Relais Cantinolle,620,534,13.87,12,1,53
Parc Relais De L'Hippodrome,250,58,76.8,12,1,53
Centre Commercant Ginko,930,805,13.44,12,1,53
Parc Relais La Gardette Nord,242,64,73.55,12,1,53
Parc Relais Gare De Begles,193,193,0.0,12,1,53
Begles Les Secheries,400,232,42.0,12,1,53
Parc Relais Gare De Blanquefort,206,2,99.03,12,1,53
Victor Hugo,634,255,59.78,12,1,53
Victoire,466,244,47.64,12,1,53
Tourny,950,242,74.53,12,1,53
Front Du Medoc,70,70,0.0,12,1,53
Centre Commercial Meriadeck,1230,750,39.02,12,1,53
Huit Mai 45,399,106,73.43,12,1,53
Gambetta,438,49,88.81,12,1,53
Capucins,270,0,100.0,12,1,53
Camille Jullian,338,196,42.01,12,1,53
Republique,361,121,66.48,12,1,53
Grands Hommes,415,154,62.89,12,1,53
Bourse - Jaures,1300,786,39.54,12,1,53
Salinieres,400,98,75.5,12,1,53
P3 Belcier - Gare Saint Jean,767,0,100.0,12,1,53
Parc Relais Ravezies Le Bouscat,366,43,88.25,12,1,53
Liberation,137,30,78.1,12,1,53
Laharpe,80,9,88.75,12,1,53
Parc Relais Gare De Bruges ,57,44,22.81,12,1,53
Parc Relais Floirac Dravemont,52,52,0.0,12,1,53
Floirac Arena,962,946,1.66,12,1,53
Parc Relais Le Haillan Rostand,204,135,33.82,12,1,53
Parc Relais La Gardette Sud,151,106,29.8,12,1,53
Parc Relais Lauriers,149,70,53.02,12,1,53
Parc Relais Buttiniere,600,6,99.0,12,1,53
Parc Relais Arlac,393,385,2.04,12,1,53
Parc Relais Quatre Chemins,396,220,44.44,12,1,53
Pessac Centre,400,244,39.0,12,1,53
Parc Relais Bougnard,168,168,0.0,12,1,53
Parc Relais Unitec,218,0,100.0,12,1,53
Parc Relais Gare De Pessac Alouette,148,101,31.76,12,1,53
Parc Relais Arts Et Metiers,590,593,0.0,12,1,53
Parc Relais Cap Metiers,146,132,9.59,12,1,53
Ars - Belcier,225,134,40.44,12,1,53
Parc Relais Les Pins,220,200,9.09,12,1,53
Parc Relais Villenave Pyrenees,399,163,59.15,12,1,53
Cite Mondiale,842,218,74.11,12,1,53
Gare Saint Jean,267,15,94.38,12,1,53
Porte De Bordeaux,344,94,72.67,12,1,53
Allees De Chartres,415,46,88.92,12,1,53
Parc Relais Stalingrad,120,6,95.0,12,1,53
Parc Relais Galin,279,0,100.0,12,1,53
Bergonie,69,44,36.23,12,1,53
Beaujon,92,19,79.35,12,1,53
Paludate - Saint Jean,566,127,77.56,12,1,53
Parc Relais Les Aubiers,234,232,0.85,12,1,53
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,53
Les Bassins,274,129,52.92,12,1,53
Pey Berland - Saint Christoly,399,94,76.44,12,1,53
Bassins A Flots,250,133,46.8,12,1,53
Brienne,300,172,42.67,12,1,53
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,53
Merignac Centre,285,202,29.12,12,1,53
P3 Belcier Arret Minute - Gare Saint Jean,103,6,94.17,12,1,53
Amedee St Germain,639,256,59.94,12,1,53
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,53
Belvedere,400,348,13.0,12,1,53
Amplitude,396,147,62.88,12,1,53
Parc Relais Brandenburg,211,0,100.0,12,1,55
Bord'Eau Village,540,259,52.04,12,1,55
Clemenceau,379,209,44.85,12,1,55
Meunier - Saint Jean,323,116,64.09,12,1,55
P4 Belcier -  Gare Saint Jean,600,0,100.0,12,1,55
Grand Parc,341,126,63.05,12,1,55
Parc Relais Quarante Journaux,200,185,7.5,12,1,55
Parc Relais Cantinolle,620,533,14.03,12,1,55
Parc Relais De L'Hippodrome,250,58,76.8,12,1,55
Centre Commercant Ginko,930,807,13.23,12,1,55
Parc Relais La Gardette Nord,242,66,72.73,12,1,55
Parc Relais Gare De Begles,193,193,0.0,12,1,55
Begles Les Secheries,300,294,2.0,12,1,55
Parc Relais Gare De Blanquefort,206,2,99.03,12,1,55
Victor Hugo,634,256,59.62,12,1,55
Victoire,466,244,47.64,12,1,55
Tourny,950,242,74.53,12,1,55
Front Du Medoc,70,70,0.0,12,1,55
Centre Commercial Meriadeck,1230,751,38.94,12,1,55
Huit Mai 45,399,104,73.93,12,1,55
Gambetta,438,49,88.81,12,1,55
Capucins,270,0,100.0,12,1,55
Camille Jullian,338,195,42.31,12,1,55
Republique,361,122,66.2,12,1,55
Grands Hommes,415,150,63.86,12,1,55
Bourse - Jaures,1300,783,39.77,12,1,55
Salinieres,400,98,75.5,12,1,55
P3 Belcier - Gare Saint Jean,767,0,100.0,12,1,55
Parc Relais Ravezies Le Bouscat,366,42,88.52,12,1,55
Liberation,137,29,78.83,12,1,55
Laharpe,80,9,88.75,12,1,55
Parc Relais Gare De Bruges ,57,46,19.3,12,1,55
Parc Relais Floirac Dravemont,52,52,0.0,12,1,55
Floirac Arena,962,947,1.56,12,1,55
Parc Relais Le Haillan Rostand,204,136,33.33,12,1,55
Parc Relais La Gardette Sud,151,106,29.8,12,1,55
Parc Relais Lauriers,149,69,53.69,12,1,55
Parc Relais Buttiniere,600,5,99.17,12,1,55
Parc Relais Arlac,393,385,2.04,12,1,55
Parc Relais Quatre Chemins,396,219,44.7,12,1,55
Pessac Centre,400,244,39.0,12,1,55
Parc Relais Bougnard,168,168,0.0,12,1,55
Parc Relais Unitec,218,0,100.0,12,1,55
Parc Relais Gare De Pessac Alouette,148,101,31.76,12,1,55
Parc Relais Arts Et Metiers,590,593,0.0,12,1,55
Parc Relais Cap Metiers,146,132,9.59,12,1,55
Ars - Belcier,225,134,40.44,12,1,55
Parc Relais Les Pins,220,200,9.09,12,1,55
Parc Relais Villenave Pyrenees,399,163,59.15,12,1,55
Cite Mondiale,842,220,73.87,12,1,55
Gare Saint Jean,267,14,94.76,12,1,55
Porte De Bordeaux,344,93,72.97,12,1,55
Allees De Chartres,415,46,88.92,12,1,55
Parc Relais Stalingrad,120,6,95.0,12,1,55
Parc Relais Galin,279,0,100.0,12,1,55
Bergonie,69,43,37.68,12,1,55
Beaujon,92,19,79.35,12,1,55
Paludate - Saint Jean,566,127,77.56,12,1,55
Parc Relais Les Aubiers,234,232,0.85,12,1,55
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,55
Les Bassins,274,129,52.92,12,1,55
Pey Berland - Saint Christoly,399,95,76.19,12,1,55
Bassins A Flots,250,134,46.4,12,1,55
Brienne,300,172,42.67,12,1,55
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,55
Merignac Centre,285,202,29.12,12,1,55
P3 Belcier Arret Minute - Gare Saint Jean,103,6,94.17,12,1,55
Amedee St Germain,639,256,59.94,12,1,55
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,55
Belvedere,400,348,13.0,12,1,55
Amplitude,396,149,62.37,12,1,55
Parc Relais Brandenburg,211,0,100.0,12,1,57
Bord'Eau Village,540,258,52.22,12,1,57
Clemenceau,379,209,44.85,12,1,57
Meunier - Saint Jean,323,117,63.78,12,1,57
P4 Belcier -  Gare Saint Jean,600,0,100.0,12,1,57
Grand Parc,341,124,63.64,12,1,57
Parc Relais Quarante Journaux,200,185,7.5,12,1,57
Parc Relais Cantinolle,620,533,14.03,12,1,57
Parc Relais De L'Hippodrome,250,58,76.8,12,1,57
Centre Commercant Ginko,930,806,13.33,12,1,57
Parc Relais La Gardette Nord,242,67,72.31,12,1,57
Parc Relais Gare De Begles,193,193,0.0,12,1,57
Begles Les Secheries,300,294,2.0,12,1,57
Parc Relais Gare De Blanquefort,206,2,99.03,12,1,57
Victor Hugo,634,256,59.62,12,1,57
Victoire,466,245,47.42,12,1,57
Tourny,950,242,74.53,12,1,57
Front Du Medoc,70,70,0.0,12,1,57
Centre Commercial Meriadeck,1230,752,38.86,12,1,57
Huit Mai 45,399,102,74.44,12,1,57
Gambetta,438,50,88.58,12,1,57
Capucins,270,0,100.0,12,1,57
Camille Jullian,338,196,42.01,12,1,57
Republique,361,120,66.76,12,1,57
Grands Hommes,415,148,64.34,12,1,57
Bourse - Jaures,1300,780,40.0,12,1,57
Salinieres,400,97,75.75,12,1,57
P3 Belcier - Gare Saint Jean,767,0,100.0,12,1,57
Parc Relais Ravezies Le Bouscat,366,38,89.62,12,1,57
Liberation,137,29,78.83,12,1,57
Laharpe,80,9,88.75,12,1,57
Parc Relais Gare De Bruges ,57,46,19.3,12,1,57
Parc Relais Floirac Dravemont,52,52,0.0,12,1,57
Floirac Arena,962,947,1.56,12,1,57
Parc Relais Le Haillan Rostand,204,137,32.84,12,1,57
Parc Relais La Gardette Sud,151,106,29.8,12,1,57
Parc Relais Lauriers,149,69,53.69,12,1,57
Parc Relais Buttiniere,600,5,99.17,12,1,57
Parc Relais Arlac,393,385,2.04,12,1,57
Parc Relais Quatre Chemins,396,219,44.7,12,1,57
Pessac Centre,400,244,39.0,12,1,57
Parc Relais Bougnard,168,168,0.0,12,1,57
Parc Relais Unitec,218,0,100.0,12,1,57
Parc Relais Gare De Pessac Alouette,148,101,31.76,12,1,57
Parc Relais Arts Et Metiers,590,593,0.0,12,1,57
Parc Relais Cap Metiers,146,132,9.59,12,1,57
Ars - Belcier,225,134,40.44,12,1,57
Parc Relais Les Pins,220,200,9.09,12,1,57
Parc Relais Villenave Pyrenees,399,165,58.65,12,1,57
Cite Mondiale,842,219,73.99,12,1,57
Gare Saint Jean,267,13,95.13,12,1,57
Porte De Bordeaux,344,91,73.55,12,1,57
Allees De Chartres,415,47,88.67,12,1,57
Parc Relais Stalingrad,120,5,95.83,12,1,57
Parc Relais Galin,279,0,100.0,12,1,57
Bergonie,69,43,37.68,12,1,57
Beaujon,92,19,79.35,12,1,57
Paludate - Saint Jean,566,127,77.56,12,1,57
Parc Relais Les Aubiers,234,232,0.85,12,1,57
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,57
Les Bassins,274,129,52.92,12,1,57
Pey Berland - Saint Christoly,399,96,75.94,12,1,57
Bassins A Flots,250,134,46.4,12,1,57
Brienne,300,172,42.67,12,1,57
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,57
Merignac Centre,285,202,29.12,12,1,57
P3 Belcier Arret Minute - Gare Saint Jean,103,5,95.15,12,1,57
Amedee St Germain,639,256,59.94,12,1,57
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,57
Belvedere,400,348,13.0,12,1,57
Amplitude,396,145,63.38,12,1,57
Parc Relais Brandenburg,211,0,100.0,12,1,59
Bord'Eau Village,540,257,52.41,12,1,59
Clemenceau,379,209,44.85,12,1,59
Meunier - Saint Jean,323,116,64.09,12,1,59
P4 Belcier -  Gare Saint Jean,600,0,100.0,12,1,59
Grand Parc,341,126,63.05,12,1,59
Parc Relais Quarante Journaux,200,185,7.5,12,1,59
Parc Relais Cantinolle,620,533,14.03,12,1,59
Parc Relais De L'Hippodrome,250,58,76.8,12,1,59
Centre Commercant Ginko,930,805,13.44,12,1,59
Parc Relais La Gardette Nord,242,66,72.73,12,1,59
Parc Relais Gare De Begles,193,193,0.0,12,1,59
Begles Les Secheries,400,232,42.0,12,1,59
Parc Relais Gare De Blanquefort,206,2,99.03,12,1,59
Victor Hugo,634,257,59.46,12,1,59
Victoire,466,244,47.64,12,1,59
Tourny,950,245,74.21,12,1,59
Front Du Medoc,70,70,0.0,12,1,59
Centre Commercial Meriadeck,1230,753,38.78,12,1,59
Huit Mai 45,399,102,74.44,12,1,59
Gambetta,438,50,88.58,12,1,59
Capucins,270,0,100.0,12,1,59
Camille Jullian,338,194,42.6,12,1,59
Republique,361,117,67.59,12,1,59
Grands Hommes,415,148,64.34,12,1,59
Bourse - Jaures,1300,779,40.08,12,1,59
Salinieres,400,98,75.5,12,1,59
P3 Belcier - Gare Saint Jean,767,0,100.0,12,1,59
Parc Relais Ravezies Le Bouscat,366,39,89.34,12,1,59
Liberation,137,32,76.64,12,1,59
Laharpe,80,9,88.75,12,1,59
Parc Relais Gare De Bruges ,57,46,19.3,12,1,59
Parc Relais Floirac Dravemont,52,52,0.0,12,1,59
Floirac Arena,962,948,1.46,12,1,59
Parc Relais Le Haillan Rostand,204,137,32.84,12,1,59
Parc Relais La Gardette Sud,151,106,29.8,12,1,59
Parc Relais Lauriers,149,69,53.69,12,1,59
Parc Relais Buttiniere,600,5,99.17,12,1,59
Parc Relais Arlac,393,385,2.04,12,1,59
Parc Relais Quatre Chemins,396,217,45.2,12,1,59
Pessac Centre,400,244,39.0,12,1,59
Parc Relais Bougnard,168,168,0.0,12,1,59
Parc Relais Unitec,218,0,100.0,12,1,59
Parc Relais Gare De Pessac Alouette,148,101,31.76,12,1,59
Parc Relais Arts Et Metiers,590,593,0.0,12,1,59
Parc Relais Cap Metiers,146,132,9.59,12,1,59
Ars - Belcier,225,134,40.44,12,1,59
Parc Relais Les Pins,220,200,9.09,12,1,59
Parc Relais Villenave Pyrenees,399,166,58.4,12,1,59
Cite Mondiale,842,220,73.87,12,1,59
Gare Saint Jean,267,12,95.51,12,1,59
Porte De Bordeaux,344,91,73.55,12,1,59
Allees De Chartres,415,46,88.92,12,1,59
Parc Relais Stalingrad,120,4,96.67,12,1,59
Parc Relais Galin,279,0,100.0,12,1,59
Bergonie,69,43,37.68,12,1,59
Beaujon,92,19,79.35,12,1,59
Paludate - Saint Jean,566,127,77.56,12,1,59
Parc Relais Les Aubiers,234,232,0.85,12,1,59
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,59
Les Bassins,274,127,53.65,12,1,59
Pey Berland - Saint Christoly,399,97,75.69,12,1,59
Bassins A Flots,250,132,47.2,12,1,59
Brienne,300,171,43.0,12,1,59
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,59
Merignac Centre,285,202,29.12,12,1,59
P3 Belcier Arret Minute - Gare Saint Jean,103,5,95.15,12,1,59
Amedee St Germain,639,255,60.09,12,1,59
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,59
Belvedere,400,348,13.0,12,1,59
Amplitude,396,146,63.13,12,1,59
Parc Relais Brandenburg,211,0,100.0,13,1,1
Bord'Eau Village,540,256,52.59,13,1,1
Clemenceau,379,208,45.12,13,1,1
Meunier - Saint Jean,323,115,64.4,13,1,1
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,1
Grand Parc,341,124,63.64,13,1,1
Parc Relais Quarante Journaux,200,185,7.5,13,1,1
Parc Relais Cantinolle,620,533,14.03,13,1,1
Parc Relais De L'Hippodrome,250,58,76.8,13,1,1
Centre Commercant Ginko,930,804,13.55,13,1,1
Parc Relais La Gardette Nord,242,66,72.73,13,1,1
Parc Relais Gare De Begles,193,193,0.0,13,1,1
Begles Les Secheries,400,232,42.0,13,1,1
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,1
Victor Hugo,634,256,59.62,13,1,1
Victoire,466,243,47.85,13,1,1
Tourny,950,245,74.21,13,1,1
Front Du Medoc,70,70,0.0,13,1,1
Centre Commercial Meriadeck,1230,752,38.86,13,1,1
Huit Mai 45,399,102,74.44,13,1,1
Gambetta,438,49,88.81,13,1,1
Capucins,270,0,100.0,13,1,1
Camille Jullian,338,194,42.6,13,1,1
